name,market,funding_total_usd,country_code,region,city,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,age_first_funding,age_last_funding,status_binary,total_investment
Kluster,Curated Web ," 10,00,000 ",USA,New York City,New York,1.0,1.0,1.0,2008.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1000000.0
Kneebone,Software ," 4,82,000 ",CAN,Toronto,Toronto,2.0,1.0,1.0,2004.0,0.0,482000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93972602739726,6.016438356164383,1,482000.0
Knetwit Inc.,Education ," 46,00,000 ",USA,Chattanooga,Chattanooga,2.0,6.0,2.0,2007.0,500000.0,0.0,0.0,0.0,0.0,0.0,4100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684931506849315,0.5068493150684932,0,4600000.0
Knotice,Other," 5,00,000 ",USA,Akron - Canton,Akron,1.0,1.0,1.0,2003.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.112328767123288,3.112328767123288,1,500000.0
Knovel,Enterprise Software ," 77,10,995 ",USA,New York City,New York,3.0,1.0,1.0,2001.0,0.0,7710995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86027397260274,9.421917808219176,1,7710995.0
Koala Databank,Other," 20,000 ",USA,Anaheim,Irvine,1.0,1.0,1.0,2006.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1616438356164385,2.1616438356164385,0,20000.0
KODA,Curated Web ," 45,00,000 ",USA,SF Bay Area,San Francisco,2.0,1.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5835616438356164,2.150684931506849,0,4500000.0
Kolorific,Semiconductors ," 70,00,000 ",USA,SF Bay Area,Milpitas,1.0,1.0,1.0,2003.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,4.013698630136986,4.013698630136986,0,7000000.0
KonaWare,Software ," 20,00,000 ",USA,SF Bay Area,Menlo Park,1.0,1.0,1.0,1999.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,7.515068493150685,7.515068493150685,1,2000000.0
Kongregate,Games ," 1,90,00,000 ",USA,SF Bay Area,San Francisco,4.0,1.0,1.0,2006.0,0.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,8000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,1.1616438356164382,7.504109589041096,1,19000000.0
Kosan Biosciences,Biotechnology ," 30,00,000 ",USA,SF Bay Area,Hayward,1.0,1.0,1.0,1995.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.553424657534247,11.553424657534247,1,3000000.0
KOTURA,Clean Technology ," 2,76,90,547 ",CHN,Shenzhen,Shenzhen,3.0,1.0,1.0,2004.0,0.0,27690547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,10000000.0,4690547.0,0.0,0.0,0.0,0.0,1.6849315068493151,5.849315068493151,1,27690547.0
Krillion,Curated Web ," 96,50,000 ",USA,SF Bay Area,Mountain View,2.0,5.0,2.0,2006.0,0.0,9150000.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1205479452054794,4.208219178082191,1,9650000.0
Krugle,Search ," 61,00,000 ",USA,SF Bay Area,Menlo Park,1.0,1.0,1.0,2006.0,0.0,6100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410958904109589,0.410958904109589,1,6100000.0
Kukunu,Other," 4,00,000 ",GBR,London,London,1.0,1.0,1.0,2009.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3287671232876712,1.3287671232876712,1,400000.0
KuponGid,Other," 8,67,000 ",RUS,Moscow,Moscow,6.0,10.0,4.0,2010.0,1000.0,850000.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,100000.0,150000.0,100000.0,0.0,0.0,0.0,0.0,0.0,2.912328767123288,0,867000.0
Kuponjo,Mobile ," 1,67,600 ",DEU,Berlin,Berlin,2.0,4.0,2.0,2010.0,32570.0,135030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3205479452054794,1.4876712328767123,0,167600.0
Kurani Interactive,Software ," 2,75,000 ",USA,Newark,Red Bank,1.0,1.0,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.906849315068492,10.906849315068492,0,275000.0
KwiClick,Other,-   ,USA,New York City,New York,1.0,10.0,4.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2054794520547945,0,0.0
kwiry,Other," 10,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2006.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2164383561643834,2.2164383561643834,0,1000000.0
KXEN,Software ," 80,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,1998.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,12.463013698630135,12.463013698630135,1,8000000.0
Kynogon,Software ," 30,00,000 ",FRA,Paris,Suresnes,1.0,1.0,1.0,2000.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.010958904109589,6.010958904109589,0,3000000.0
Kyte,Other," 2,33,50,000 ",USA,SF Bay Area,San Francisco,4.0,12.0,4.0,2006.0,0.0,23350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250000.0,21100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5808219178082191,5.252054794520548,1,23350000.0
L'Usine à Design,Other," 61,30,400 ",FRA,Paris,Paris,2.0,7.0,3.0,2009.0,0.0,6130400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2130400.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8191780821917808,2.2273972602739724,0,6130400.0
Labmeeting,Other," 5,00,000 ",USA,CA - Other,Lucerne Valley,1.0,7.0,3.0,2007.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8356164383561644,0,500000.0
LabPixies,Other," 10,00,000 ",ISR,Tel Aviv,Tel Aviv,1.0,3.0,1.0,2006.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.254794520547945,2.254794520547945,1,1000000.0
Lagotek,Software ," 50,63,236 ",USA,Seattle,Bellevue,1.0,1.0,1.0,2005.0,0.0,5063236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5063236.0,0.0,0.0,0.0,0.0,0.0,0.0,5.016438356164383,5.016438356164383,0,5063236.0
Lama Lab,Enterprise Software ," 12,13,066 ",USA,Pittsburgh,Pittsburgh,2.0,1.0,1.0,2009.0,0.0,1213066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4109589041095891,2.515068493150685,0,1213066.0
LangoLab,Education ," 18,000 ",DEU,Berlin,Berlin,1.0,1.0,1.0,2009.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931506849315069,0.6931506849315069,0,18000.0
Lanx,Biotechnology ," 1,65,56,606 ",USA,Denver,Broomfield,4.0,1.0,1.0,2003.0,0.0,16556606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,6.564383561643836,10.36986301369863,1,16556606.0
Last.fm,Other," 50,00,000 ",GBR,London,London,1.0,1.0,1.0,2002.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.331506849315068,4.331506849315068,1,5000000.0
Lat49,Other," 38,00,000 ",CAN,Vancouver,Vancouver,2.0,1.0,1.0,2007.0,2500000.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8301369863013699,2.5397260273972604,0,3800000.0
LawPivot,Other," 16,00,000 ",USA,SF Bay Area,Palo Alto,2.0,1.0,1.0,2009.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9534246575342469,2.915068493150685,1,1600000.0
Layar,Other," 1,70,74,000 ",NLD,Amsterdam,Amsterdam,2.0,8.0,3.0,2009.0,0.0,17074000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400000.0,13674000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5424657534246575,1.304109589041096,1,17074000.0
Layer 7 Technologies,Enterprise Software ," 1,99,00,000 ",USA,"Washington, D.C.",Washington,2.0,1.0,1.0,2003.0,0.0,19900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8900000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.819178082191781,6.093150684931507,1,19900000.0
LayerBoom,Other," 2,00,000 ",CAN,Vancouver,Vancouver,1.0,4.0,2.0,2009.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5917808219178082,0.5917808219178082,1,200000.0
Lazarus Therapeutics,Biotechnology ," 1,00,000 ",USA,Philadelphia,West Chester,1.0,1.0,1.0,2006.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.586301369863014,4.586301369863014,0,100000.0
Leaders2020,Other,-   ,USA,SF Bay Area,San Jose,1.0,9.0,3.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6657534246575343,0,0.0
Leaky,Curated Web ,-   ,USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5835616438356164,1.5835616438356164,1,0.0
LeanStream Media,Software ," 5,30,000 ",USA,Denver,Westminster,1.0,1.0,1.0,2009.0,0.0,530000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9506849315068492,0.9506849315068492,0,530000.0
Leftronic,Other," 5,00,000 ",USA,SF Bay Area,San Francisco,2.0,8.0,3.0,2010.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671232876712328,0.2958904109589041,1,500000.0
Legal River,Other,-   ,USA,"Washington, D.C.",Washington,2.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2465753424657534,0,0.0
LegiTime Technologies,Messaging ," 40,00,000 ",USA,Hartford,Farmington,2.0,1.0,1.0,2005.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1616438356164385,4.956164383561644,0,4000000.0
LeisureLink,Other," 1,71,00,000 ",USA,Los Angeles,Pasadena,2.0,1.0,1.0,2006.0,0.0,17100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8100000.0,9000000.0,0.0,0.0,0.0,0.0,0.0,1.7315068493150685,4.86027397260274,1,17100000.0
LeisureLogix,Other," 59,00,000 ",USA,Tampa,Tampa,3.0,8.0,3.0,2006.0,400000.0,0.0,0.0,0.0,0.0,4000000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191780821917808,0.4191780821917808,0,5900000.0
LemonQuest,Other," 25,50,000 ",ESP,Madrid,Madrid,1.0,1.0,1.0,2005.0,0.0,2550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7315068493150685,1.7315068493150685,0,2550000.0
Leotus,Hardware + Software ,-   ,USA,Providence,Providence,1.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0,0.0
LessonLab,Education ,-   ,USA,Los Angeles,Santa Monica,2.0,1.0,1.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.326027397260274,4.304109589041096,1,0.0
LETSGROOP,Curated Web ," 1,00,000 ",BEL,Brussels,Brussels,1.0,12.0,4.0,2008.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684931506849315,0.0684931506849315,0,100000.0
Levanta,Software ," 80,00,000 ",USA,SF Bay Area,San Mateo,1.0,1.0,1.0,1998.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73150684931507,9.73150684931507,0,8000000.0
Level 5 Networks,Semiconductors ," 3,00,00,000 ",USA,SF Bay Area,Sunnyvale,1.0,1.0,1.0,2002.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.468493150684932,3.468493150684932,1,30000000.0
Level Four Software,Software ," 45,80,000 ",GBR,Dunfermline,Dunfermline,2.0,1.0,1.0,1995.0,0.0,4580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53972602739726,12.093150684931508,1,4580000.0
Leverage Software,Enterprise Software ," 60,00,000 ",USA,SF Bay Area,San Francisco,1.0,5.0,2.0,2003.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0383561643835617,2.0383561643835617,1,6000000.0
Lexity,Enterprise Software ," 57,00,000 ",USA,SF Bay Area,Mountain View,2.0,8.0,3.0,2009.0,1200000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084931506849315,1.5863013698630135,1,5700000.0
Lexy,Mobile ," 17,08,000 ",USA,SF Bay Area,San Francisco,2.0,1.0,1.0,2006.0,1250000.0,0.0,0.0,0.0,0.0,458000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1890410958904107,3.9808219178082194,0,1708000.0
LEYIO,Mobile ," 18,92,250 ",FRA,FRA - Other,Gradignan,1.0,1.0,1.0,2008.0,0.0,1892250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16986301369863,1.16986301369863,0,1892250.0
LGC Wireless,Other," 1,30,00,000 ",USA,SF Bay Area,San Jose,1.0,1.0,1.0,1996.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67945205479452,9.67945205479452,1,13000000.0
Libox,Other," 20,00,000 ",ISR,Tel Aviv,Tel Aviv,2.0,4.0,2.0,2008.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021917808219178,1.8,0,2000000.0
Lifeproof,Mobile ," 27,64,700 ",USA,San Diego,San Diego,2.0,1.0,1.0,2010.0,0.0,2764700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16986301369863,1.5123287671232877,1,2764700.0
LifeShield Security,Security ," 1,90,00,000 ",USA,Philadelphia,Yardley,2.0,1.0,1.0,2004.0,0.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46027397260274,7.553424657534246,1,19000000.0
Lifestander,Other," 31,000 ",USA,New York City,New York,1.0,9.0,3.0,2010.0,31000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084931506849315,0.084931506849315,0,31000.0
LiftDNA,Advertising ," 10,00,000 ",USA,New York City,New York,2.0,9.0,3.0,2009.0,0.0,0.0,0.0,0.0,0.0,400000.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4191780821917808,1.4465753424657537,1,1000000.0
Lightbox,Mobile ," 12,00,000 ",GBR,London,London,1.0,11.0,4.0,2010.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2520547945205479,0.2520547945205479,1,1200000.0
Lightera,Web Hosting ,-   ,USA,SF Bay Area,Cupertino,2.0,2.0,1.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1397260273972602,0.4082191780821917,1,0.0
Lijit Networks,Advertising ," 2,83,00,000 ",USA,Denver,Boulder,6.0,6.0,2.0,2006.0,0.0,27300000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,3300000.0,7100000.0,6000000.0,10000000.0,0.0,0.0,0.0,0.5863013698630137,4.887671232876713,1,28300000.0
LikeList,Other," 50,00,000 ",USA,SF Bay Area,Sunnyvale,1.0,1.0,1.0,2008.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.956164383561644,1.956164383561644,0,5000000.0
Likewise Software,Security ," 1,00,00,000 ",USA,Seattle,Bellevue,1.0,11.0,4.0,2004.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,4.495890410958904,4.495890410958904,1,10000000.0
Liligo.com,Search ," 39,00,000 ",FRA,Paris,Paris,1.0,1.0,1.0,2006.0,0.0,3900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9013698630136986,2.9013698630136986,1,3900000.0
LilLuxe,Other," 12,00,000 ",USA,SF Bay Area,Sausalito,1.0,3.0,1.0,2010.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4821917808219178,0.4821917808219178,0,1200000.0
LimeLife,Advertising ," 2,09,00,000 ",USA,SF Bay Area,Menlo Park,5.0,6.0,2.0,2004.0,0.0,20900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,13900000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167123287671233,5.468493150684932,1,20900000.0
Lingt,Software ,-   ,USA,GA - Other,Boston,1.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
LinkCloud,Advertising ," 1,33,150 ",DEU,Frankfurt,Würzburg,1.0,5.0,2.0,2010.0,133150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,133150.0
Linkedwith,Mobile ," 20,00,000 ",DEU,Berlin,Berlin,1.0,3.0,1.0,1999.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0904109589041095,0.0904109589041095,0,2000000.0
"LinkSmart, Inc.",Other," 97,00,000 ",USA,Denver,Boulder,3.0,10.0,4.0,2009.0,0.0,9700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,9200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0630136986301369,3.5534246575342467,1,9700000.0
Linkua,Other,-   ,ESP,Barcelona,Barcelona,1.0,2.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8986301369863013,0.8986301369863013,0,0.0
LinQpay,Finance ,-   ,USA,San Diego,Carlsbad,1.0,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lionside,Games ," 16,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2009.0,0.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8821917808219175,1.8821917808219175,1,1600000.0
Liquavista,Hardware + Software ," 3,24,08,800 ",NLD,Eindhoven,Eindhoven,3.0,1.0,1.0,2006.0,0.0,32408800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15928800.0,0.0,6960000.0,9520000.0,0.0,0.0,0.0,0.0,0.9287671232876712,4.282191780821917,1,32408800.0
Liquid Air Lab,Mobile ," 1,24,00,000 ",DEU,Stuttgart,Stuttgart,2.0,5.0,2.0,2002.0,0.0,12400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.673972602739726,4.473972602739726,1,12400000.0
Liquid Engines,Software ," 55,00,000 ",USA,SF Bay Area,Santa Clara,1.0,1.0,1.0,2001.0,0.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0,0.0,0.0,0.0,0.0,0.0,5.684931506849315,5.684931506849315,1,5500000.0
LiquidTalk,Enterprise Software ," 24,30,000 ",USA,Chicago,Chicago,1.0,1.0,1.0,2006.0,0.0,2430000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1726027397260277,1.1726027397260277,1,2430000.0
Litebi,Other," 7,48,550 ",ESP,Valencia,Valencia,1.0,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,748550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.802739726027397,2.802739726027397,0,748550.0
Litepoint,Other,-   ,USA,SF Bay Area,Sunnyvale,1.0,1.0,1.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.243835616438356,6.243835616438356,1,0.0
Live Matrix,Other,-   ,USA,Los Angeles,Los Angeles,1.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
